73.9102	2296673.647	1304727.347	2317300.906	3461111.693	2435137.44	1073645.179
73.944	2288948.405	1281611.113	2317342.975	3384536.566	2412534.212	1061181.925
74.9891	2301195.795	1291798.268	2327303.32	3416276.983	2453580.702	1058296.49
74.0581	2315396.389	1308490.728	2338859.154	3448017.4	2482417.509	1078638.855
74.9339	2313906.669	1310277.912	2344700.907	3388379.423	2488099.351	1078792.432
75.7086	2319337.375	1327989.151	2360929.558	3289853.448	2446510.32	1082185.152
80.1997	2341989.664	1345164.234	2353862.775	3268406.041	2499366.482	1081044.944
75.9611	2084713	1290553	2066739	2941282	1975597	955862
75.0328	2041284	1327068	2150475	2772344	1960194	929083
76.2375	2191209	1340653	2214895	2805781	1982282	970838
76.0348	2195243	1337414	2211106	2832707	2071096	997901
76.3951	2366160	1366634	2361641	2872647	2130657	1056734
76.9301	2368731	1382845	2388234	3087202	2215647	1081470
76.9305	2373956	1339134	2286410	3161678	2262770	1094294
77.4311	2508032	1406790	2482851	3261451	2241168	1149304
78.8659	2334437	1379732	2292004	3217903	2349368	1082993
77.9073	2375768	1378550	2318637	3029604	2122807	1077481
76.2911	2114611	1377828	2207882	2862967	2226430	1041856
76.3498	2060354	1320465	2205270	2822511	2162759	1009218
77.385	2022807	1295002	2081645	2889562	2145950	1014918
76.1963	1954264	1266833	2084558	2827566	2042172	956062
76.8605	2057001	1278338	2175783	2782305	2101898	952992
77.3146	2139295	1318958	2216702	2809220	2053433	993957
80.7545	2396451	1390291	2437831	2972187	2179431	1073988
81.1841	2124114	1384850	2346969	3144477	2275253	1093889
79.5228	2274839	1353490	2393047	3026626	2195726	1134231
79.2027	2437457	1411818	2263280	3212379	2352142	1153273
78.9385	2248617	1353918	2308467	3099070	2380737	1114369
78.6573	2350376	1333352	2309340	2958665	2186212	1122530
79.0221	2098344	1347622	2294853	2921479	2273156	1130977
77.45	2031390	1337796	2168239	2822433	2254675	1068977
77.0448	2100749	1315376	2213853	2814031	2246515	1052091
77.9279	2082143	1280144	2146785	2838017	2212574	987556
77.6941	2192769	1305309	2259501	2843186	2151882	1051756
78.7848	2172490	1340644	2210564	2892985	2221072	1060745
77.8129	2297291	1352983	4428371	3069047	2235771	1087820
76.3933	2408989	1340732	2368970	3139949	2329083	1128706
76.7917	2294661	1416192	2349434	3217782	2324730	1181333
76.5681	2450774	1396066	2515686	3347295	2414677	1197616
77.8885	2378846	1328818	2422585	3252843	2221895	1171766
79.4688	2359685	1285682	2423541	3144937	2363265	1129245
80.0203	2190491	1272589	2391523	3299775	2372042	1172878
81.1688	2142584	1247950	1938575	2306480	2218067	840289
78.7863	2261504	1257748	2350099	2850672	2328441	1088025
80.5079	2170526	1276414	2340446	3113375	2212349	1069028
81.2697	2271639	1320955	2394473	3100970	2242250	1138344
80.6433	2260721	1339140	2445165	3054884	2377551	1077015
79.3704	2494308	1405352	2589463	3252228	2268540	1142280
80.4766	2518712	1352291	2517948	3524071	2430797	1252070
81.9917	2528677	1363643	2570831	3794014	2391954	1256814
82.7016	2708258	1316094	2705532	3830573	2511967	1280355
81.3914	2511473	1281209	2548678	3709966	2511335	1242316
80.3798	2553689	1246461	2568093	3345344	2409293	1200190
81.1524	2302367	1226653	2546267	3376377	2460557	1261498
81.8171	2259112	1224535	2508262	3233094	12285106	1334837
83.514	2292532	1227794	2351060	3156084	2489467	1134973
82.5912	2273216	1213839	2368917	2942700	2366280	1164542
82.0999	2455160	1281076	2527317	3039471	2282618	1182309
82.0452	2419802	1310672	2402595	2986776	2381404	1214099
81.248	2554467	1348704	2679336	3121717	2341836	1233084
84.7503	2588484	1315700	2666370	3467129	2591195	1232889
83.1468	2565904	1332872	2645162	3452291	2519340	1278867
81.9952	2775207	1347408	2779387	3461050	2574763	1330114
82.2468	2568889	1395630	3048589	3303615	2634476	1263877
82.906	2571631	1334427	2771445	3190635	2566853	1292607
82.8899	2442253	1302375	2554956	3116416	2573378	1255012
82.7918	2319195	1318904	2598517	3043518	2545335	1192278
83.098	2454804	1321425	2459975	3208759	2541263	1216506
83.6192	2299724	1308639	2547945	3069953	2486254	1174674
84.1171	2590537	1324191	2664045	3027147	2307283	1237205
84.4055	2496429	1414549	2487409	3295769	2447996	1238623
85.3274	2749914	1498776	2823630	3479572	2550830	1323851
85.3601	2664227	1448250	2843876	3602483	2650812	1302842
85.8832	2722628	1428735	2770121	3577648	2586290	1339728
90.3857	2860170	1358062	2986070	3523808	2731809	1272058
86.0499	2662423	1454802	2799090	3440413	2721457	1292228
86.6137	2680002	1412144	2839016	3172695	2580586	1260620
86.5414	2445087	1428735	2643878	3127553	2580948	1289042
87.0764	2522999	1427581	2596656	3260859	2499009	1247718
88.3267	2498538	1372968	2658642	3746876	2617416	1270822
89.5187	2557731	1356304	2637911	3522919	2633869	1250117
89.2336	2727768	1457613	2791371	3560963	2445078	1289580
88.1035	2592748	1419305	2636160	3715921	2623560	1295189
89.4638	2950445	1508990	2932828	7653400	2644759	1374278
88.8127	2933375	1503155	2824180	3976371	2842115	1344796
85.787	2887084	1410524	2880357	4112678	2733771	1379991
86.8037	3081069	1490094	2903311	4166014	2891054	1405055
86.1037	2877338	1478473	2838020	4002932	2892807	1368250
86.9078	2885951	1395609	2823089	3829767	2736620	1368154
88.2037	2677053	1449438	2753067	3680796	2722101	1343198
87.6892	2506154	1369553	2843714	3528570	2761120	1353366
88.8438	2641545	1408410	2614928	3138476	2798710	1274284
87.8386	2494149	1415886	2732535	3083988	2730274	1219471
86.3096	2798409	1422408	2823029	3016896	2537415	1285738
88.1856	2613758	1436042	2693744	6226154	2792604	1265927
85.3498	2855737	1472862	2932990	3218394	2750240	1330933
85.7978	2819985	1497311	2855438	3328055	2764972	1371603
88.2024	2933853	1462910	2976245	3624551	2724429	1352084
87.8009	3030187	1444141	3046131	3703573	2651470	1403762
89.1226	2873014	1467243	3072702	3531181	2746177	1363211
91.1667	2908513	1457747	2926264	3493711	2701548	1296689
90.0366	2803813	1437272	2710850	6799278	2714790	1377746
90.0217	2482221	1307406	2769849	3354341	2529215	1381363
87.2029	2558110	1368738	2263043	3250057	2619750	1316107
88.1732	2707724	1278040	3820901	3095627	2493610	1204699
90.8132	2840589	1388568	2518140	3140891	2366282	1301319
90.01	2451925	1485744	3078781	6481046	2549073	1239007
92.414	3187212	1496839	3145346	9965992	2518417	1374842
93.6304	2918145	1512652	3256951	3672216	2668730	1368762
93.2093	2808601	1478457	2811975	7425282	2610459	1317657
92.9591	3177125	1557988	2793511	3840506	2637796	1381557
95.097	2830392	1467118	6111369	3721188	2585756	1305457
94.5226	2755951	1429064	2825804	3550004	2486231	1187539
91.7547	3138293	1548339	3093188	3453575	2679965	2338540
92.0229	2624848	1543400	2657181	3288003	2563919	1257529
93.1312	2703818	1519982	2574399	2429067	2644871	1217425
91.9055	2696384	1366621	2744852	2472672	2510572	1159927
94.7841	2984007	1548978	2895768	2403011	2389290	1216220
93.9945	2860259	1492186	2725615	2538949	2593986	1265473
93.3228	3079845	1568418	2792373	2589715	2547018	1275177
94.7261	3032143	1586399	3156084	2687497	2751035	1300419
97.3998	3104877	1565231	3071052	2773206	2627770	1411118
95.8018	3159960	1614006	3031860	2827438	2641418	1357253
94.9006	3034724	1668997	2914779	2784244	2702987	1330321
94.3676	3002334	1622934	2854415	2960731	2705364	1364136
94.455	2918619	1531259	3164511	2498275	2741676	1296143
95.2717	2678242	1494146	2607251	2528416	2627951	1541518
94.9076	2807099	1568284	3245329	3282921	2701820	1282667
95.7889	2820261	1444728	2801837	3204274	2610566	1219012
94.7927	2988258	1522963	2876901	3198550	2612097	1347344
95.7207	2898961	1527214	3057257	3230692	2717549	1288754
99.4458	3312680	1564240	3092929	3287137	2560257	1335132
97.8478	3076062	1643566	3323269	3487842	2814513	1325910
94.9608	3082681	1557767	3164103	3522322	2647965	1367058
97.0244	3323024	1565912	3146170	3476413	2697100	1386842
97.9879	2926677	1598459	3177368	3467462	2589611	1343368
96.8166	3009604	1482280	2776662	3221013	2705986	1346558
99.4334	3521180	1558556	3163481	3229332	2769375	1301085
101.6441	3550732	1454226	2810132	3162450	2574843	1260186
100.1039	2786527	1682919	2515146	2937156	2469799	1229917
98.3984	2670922	1583976	2532080	2637201	2456886	1187462
97.9143	2886212	1702166	2510930	2593505	2379280	1227458
97.6979	2750017	1669776	2732527	2686583	2337107	1243906
96.8374	3040936	1714722	2764527	2769336	2512420	1305826
96.9739	2924893	1723031	2941857	2674020	2586928	1283967
95.1933	2836054	1617652	2720770	2681223	2257668	1336478
97.6012	3203780	1683994	2877009	2729046	2348669	1302810
95.711	2795142	1679771	2760960	2632870	2229944	1318804
96.3977	2914166	1649627	2609475	2672007	2406855	1330595
95.9366	2567455	1617235	2655830	2608192	2325597	1282557
94.1937	2564612	1529383	2327973	2527507	2263229	1218578
96.6248	2662243	1467179	2553839	2495727	2296665	1280290
96.7874	2498390	1495079	2415679	2489622	2374860	1211317
98.7299	2816585	1490706	2519124	2528568	2354738	1229371
101.5184	2893779	1583703	2837303	2537406	2477938	1281321
100.0449	3030420	1687357	2838999	2744302	2591636	1312375
100.4424	3015238	1626006	2809553	2698983	2587476	1304371
101.8677	3053398	1659148	2884403	3370564	2590898	1327452
99.8748	3155153	1613771	2947078	2686157	2552973	1286587
101.4789	3024624	1617805	2746425	2750233	2609491	1181286
101.8832	3045664	1593195	2708830	2562946	2429858	1207342
100.7467	2786413	1554847	2801231	2535383	2354629	1181645
100.001	2621207	1570517	2552875	2445422	2440547	1217196
103.2813	2884227	1525173	2561888	2618754	2462783	1244715
104.3942	2651022	1568915	2751312	2606617	2167978	1166406
101.6007	2905561	1607421	2727186	2598418	2054025	1191178
101.5004	2811733	1596665	2896410	2830795	2182019	1235320
101.4035	2984420	1641225	2989102	2677410	2204698	1285777
98.0993	2939337	1684885	2847380	2604933	2272656	1295181
101.8017	3048219	1656055	2827288	2645078	2300329	1255297
102.8987	3121269	1641547	3005800	2772461	2302246	1383985
101.5956	2906100	1645425	2863884	2860082	2402220	1311873
101.9301	3007193	1644289	2908717	2753364	2378504	1332575
102.5439	2813996	1614818	2905326	2706124	2243186	1292067
103.8476	2694964	1548398	2732876	2603813	2279862	1286948
105.301	2838001	1558379	2818663	2600491	2272848	1272871
105.8782	2786170	1495406	2765391	2595596	2281002	1240342
103.4117	2928776	1641479	2938600	2684841	2152613	1280702
104.2811	2890087	1625192	3016703	2840009	2325428	1339464
106.1603	3156121	1728226	3105682	2905531	2287639	1303889
104.1222	3040510	1651478	3008530	2847130	2420683	1315191
102.2164	3151091	1797095	3228089	2809107	2385682	1349172
99.3464	3219697	1559209	3210378	2845056	2426547	1369298
103.6607	3000630	1626352	2772217	2720560	2432424	1286735
104.398	3084670	1400989	2800063	2801195	2305395	1311696
104.6207	2938871	1737162	2972060	2658257	2610231	1316916
106.6784	2810945	1697085	2958884	2577446	2389983	1315952
105.227	2817543	1564051	2946032	2680325	2349561	1325168
103.9355	2761607	1469892	2792190	2678335	2321776	1265758
106.4796	2871709	1560502	3010437	2693712	2170643	1308308
105.1242	2848516	1663278	3005621	2769287	2318581	1316624
103.79	3020174	1604407	3151254	2846453	2375846	1336710
108.0566	2847166	1682306	3031870	2794804	2373850	1323430
108.4961	2990436	1679953	3022185	2815351	2338664	1308473
108.3692	3153129	1777838	3137589	2882932	2302876	1283861
110.142	2927975	1661172	3056471	2952552	2253333	1093428
109.094	2964313	1741233	3050030	2943542	1907131	1183105
107.6087	2660183	1622991	3001916	2833639	2162558	1240251
110.0685	2739041	1648722	3073169	2734481	2156406	1296748
104.1524	2769570	1515469	2905945	2699773	2147913	1273955
105.843	2652592	1577151	2853682	2634470	2156862	1229361
108.3789	2831229	1536225	3033129	2833465	2082270	1317672
107.9645	2772099	1643251	2904514	2834230	2256552	1269356
109.0405	3076813	1727961	3164167	2920987	2215483	1326550
109.0504	2912976	1778833	3091214	2941096	2385006	1297923
110.4361	3071495	1733589	3198513	2938821	2321651	1359430
109.7602	3200654	1763354	3280142	3064873	2423709	1418320
105.3691	2901943	1699498	3092384	3006660	2415716	1359971
106.7185	2972754	1619505	3044876	2825588	2401986	1328108
108.983	2723099	1597181	2821397	2671097	2323218	1281202
107.5912	2703257	1575790	2890717	2710268	2242560	1249958
109.2146	2779480	1570620	2935692	2563670	2258697	1285528
113.0891	2615130	1505302	2733780	2661476	2292314	1233787
109.2704	2795721	1514301	2930240	2772921	2175753	1307604
110.0734	2726188	1518711	2976514	2700137	2327286	1312051
110.9148	2984468	1625538	3102569	2726614	2288065	1342525
108.7805	2918315	1633730	3038794	2735258	2465709	1353153
107.0068	2990552	1689666	3171364	2855921	2356113	1402775
111.7171	3083458	1725626	3243325	2925982	2385198	1399423
111.8455	2865034	1651376	3074007	3073219	2392261	1382588
112.2673	2921715	1628723	3020068	3005153	2341659	1406191
111.6322	2662432	1583067	2947308	2938175	2297601	1387104
110.5608	2711528	1594335	2998815	2891813	2218161	1374374
112.4232	2760423	1575115	3009598	2741261	2321032	1376113
112.7489	2659911	1478464	2873463	2703360	2260170	1358569
110.5191	2738838	1528483	3005471	2710045	2056717	1371373
111.5368	2764167	1600457	2987479	2791920	2271038	1352584
109.6994	2872686	1695130	3038697	2816795	2298069	1405923
111.763	2817876	1694556	3094203	2717892	2377338	1433957
110.104	2912352	1693402	3056962	2788308	2332573	1463707
106.026	2916071	1661958	3086410	2714108	2426909	1480559
108.0429	2707175	1587707	2876956	2844928	2328633	1348172
108.5089	2745138	1550667	2781225	2900176	1768196	1311145
110.5148	2426938	1541895	2553843	2757995	2298591	1276299
112.6723	2191582	1303653	2292391	2454685	2105494	1197990
